feature	(5Z)-7-OXOZEAENOL	5-FLUOROURACIL	681640	A-443654, KIN001-139	A-770041, KIN001-111	A-83-01	ABT-737	ACETALAX, OXYPHENISATIN ACETATE	ACY-1215	AFATINIB	AGI-5198	AGI-6780	AICAR, N1-(B-D-RIBOFURANOSYL)-5-AMINOIMIDAZOLE-4-CARBOXAMIDE	AKT INHIBITOR VIII, KIN001-102	ALECTINIB	ALISERTIB	ALPELISIB	ALVOCIDIB	AMG-319, AMG319	AMUVATINIB	APABETALONE	APITOLISIB, GDC0980	APO866, FK866	APR-246	AR-12	AR-42	ARA-G, 9-??-D-ARABINOFURANOSYL GUANINE	AS601245	AS605240, KIN001-173	AST-1306	AT-7519	AT13148	AT7867	AUY922	AVAGACESTAT	AXITINIB	AZ-628	AZ6102	AZ960	AZD3759	AZD4547	AZD5363	AZD5582	AZD6482	AZD6738	AZD7762	AZD8055	AZD8186	AZD8931	BAM7	BAY-61-3606	BDP-00009066	BELINOSTAT	BEXAROTENE	BI-2536	BIBR-1532	BICALUTAMIDE	BIX02189	BLEOMYCIN (50 UM)	BLEOMYCIN	BMS-345541	BMS-509744, KIN001-127	BMS-536924	BMS-754807	BORTEZOMIB	BOSUTINIB	BPD-00008900	BRIVANIB	BRYOSTATIN 1	BUPARLISIB	BVD-523	BX-795	BX-912	C-75	CABOZANTINIB	CAMPTOTHECIN	CANERTINIB	CAP-232, TT-232, TLN-232	CARMUSTINE	CAY10566	CAY10603	CCT007093	CCT018159	CD532	CEDIRANIB	CETUXIMAB, ERBITUX	CGP-082996, CINK4, KIN001-021	CGP-60474	CHIR-99021	CISPLATIN	CMK, KIN001-128	CP-724714	CP466722	CPI-613	CRIZOTINIB	CUDC-101	CX-5461	CYCLOPAMINE	CYCLOPHOSPHAMIDE	CYTARABINE	CZC24832	DABRAFENIB	DACINOSTAT	DACOMITINIB	DACTINOMYCIN	DASATINIB	DIHYDROROTENONE	DINACICLIB	DMOG, DIMETHYLOXALYLGLCINE	DOCETAXEL	DORAMAPIMOD	DOXORUBICIN	EEF2K INHIBITOR, A-484954	EHT 1864	ELEPHANTIN	ELESCLOMOL	EMBELIN	ENTINOSTAT	ENZASTAURIN	EPIRUBICIN	EPOTHILONE B, GNF-PF-193	EPZ-5676	EPZ004777	ERK5-IN-1	ERLOTINIB	ETOPOSIDE	ETP-45835	EX-527	FH535	FILANESIB	FLUDARABINE	FMK, KIN001-242	FORETINIB	FR-180204	FTI-277	FTY-720, FINGOLIMOD HYDROCHLORIDE; GILENYA; TDI-132; IMUSERA; GILENIA	FULVESTRANT	GALLIBISCOQUINAZOLE	GDC-0068	GDC-0810	GDC-0941	GEFITINIB	GEMCITABINE	GENENTECH CPD 10	GNE-317, GNE317, GNE 317	GNF-2	GS-9973	GSK1059615	GSK1070916	GSK1904529A	GSK2110183	GSK2126458	GSK2578215A	GSK2606414	GSK269962A	GSK343, GTPL8240, AOB3680, AK175558	GSK429286A	GSK591, EPZ015866, GSK3203591	GSK650394	GSK690693	GW 441756	GW-2580	GW843682X	HG-5-113-01	HG-5-88-01	I-BET-762	I-BRD9	IBRUTINIB	IC-87114	ICL1100013	IDELALISIB	IKK-2-INHIBITOR-V	IMATINIB	IOX2	IPA-3	IRINOTECAN	ISPINESIB MESYLATE, SB-715992	IWP-2, WNT INHIBITOR IWP-2	JNJ-38877605	JNK INHIBITOR VIII	JNK-9L, KIN001-204	JQ1	JQ12	JW-7-24-1	JW-7-52-1, NA	KB NB 142-70	KIN001-042	KIN001-135	KIN001-206	KIN001-236	KIN001-244	KIN001-260, BAYER IKKB INHIBITOR	KIN001-266	KIN001-270	KOBE2602	KRAS (G12C) INHIBITOR-12, GTPL8020	KU-55933	KU-57788	LAPATINIB	LCL-161	LDN-193189	LEFLUNOMIDE	LENALIDOMIDE	LESTAURTINIB	LFM-A13	LGK-974	LIMK1 INHIBITOR BMS4	LINIFANIB	LINSITINIB	LJI308	LY2109761	MASITINIB	METAP2 INHIBITOR, A832234	METHOTREXATE	MG-132	MIDOSTAURIN	MIM1, MIM 1, MIM-1	MIM1	MIRA-1	MIRIN	MITOMYCIN-C	MITOXANTRONE	MK-1775	MK-2206	MK-8776, SCH900776	ML323, GTPL7898, AOB2313,	MN-64	MOTESANIB	MPS-1-IN-1	NAVITOCLAX	NELARABINE	NG-25	NILOTINIB	NINTEDANIB	NIRAPARIB	NPK76-II-72-1	NSC-207895, XI-006	NSC-319726	NSC-87877	NUTLIN-3A (-)	NVP-ADW742	NVP-BEZ235	NVP-BHG712	NVP-TAE684	OBATOCLAX	OF-1	OLAPARIB	OSI-027	OSI-930	OSIMERTINIB	OTX015	OXALIPLATIN	P22077	PAC-1	PACLITAXEL	PALBOCICLIB	PANOBINOSTAT	PARTHENOLIDE	PAZOPANIB	PCI-34051	PD-0325901	PD-173074	PD-184352	PELITINIB	PEMETREXED	PEVONEDISTAT	PF-4708671	PF-562271	PFI-1	PFI-3	PHA-665752	PHA-793887	PHENFORMIN	PI-103	PICOLINICI-ACID, PICOLINATE	PIK-93	PILARALISIB, XL-147	PIPERLONGUMINE	PLX-4720	PODOPHYLLOTOXIN	PONATINIB	PRT062607	PYRIDOSTATIN	PYRIMETHAMINE	QL-VIII-58	QL-X-138	QL-XI-92	QL-XII-47	QL-XII-61	QS11	QUIZARTINIB	REFAMETINIB	RO-3306	ROSCOVITINE	RTRAIL	RU-SKI-43	RUCAPARIB	RUXOLITINIB	S-TRITYL-L-CYSTEINE	SABUTOCLAX, BI-97C1	SALUBRINAL	SARACATINIB	SAVOLITINIB	SB 505124	SB-216763	SB-590885	SB52334	SCH772984, CS-1421	SELUMETINIB	SERDEMETAN	SGC0946	SHIKONIN	SINULARIN	SIROLIMUS	SL 0101-1	SN-38	SNX-2112	SORAFENIB	SPHINGOSINE KINASE 1 INHIBITOR II, PF-543	STF-62247	SU-11274	SUNITINIB	T0901317	TAK-715	TALAZOPARIB	TAMOXIFEN	TANESPIMYCIN	TASELISIB	TELOMERASE INHIBITOR IX, MST-312, MST 312, MST312	TEMOZOLOMIDE	TEMSIROLIMUS	TENIPOSIDE	TENOVIN-6	TG-101348	TGX-221	THAPSIGARGIN	THZ-2-102-1	THZ-2-49	TIPIFARNIB	TIVOZANIB	TL-1-85	TL-2-105	TOPOTECAN	TORIN-2	TOZASERTIB	TPCA-1	TRAMETINIB	TRETINOIN	TRICHOSTATIN-A	TUBASTATIN A	TW-37	TWS-119	UMI-77, UMI 77	UNC0638	UNC0642	UNC1215	UPROSERTIB	VE-821	VE-822	VELIPARIB	VENETOCLAX	VENOTOCLAX, ABT-199, VENECLEXTA, GDC-0199	VINBLASTINE	VINCRISTINE	VINORELBINE	VISMODEGIB	VNLG-124	VORINOSTAT	VOXTALISIB	VX-11E	VX-702	WEHI-539, WEHI539	WH-4-023	WHI-P97, KIN001-055	WIKI4	WNT-C59	WYE-125132	WZ-1-84, KIN001-123	WZ3105	WZ4003	XAV-939	XMD11-85H	XMD13-2	XMD14-99	XMD15-27	XMD8-92	Y-39983	YK-4-279	YM-155	YM-201636	Z-LLNLE-CHO, Z-L-NORLEUCINE-CHO	ZG-10	ZIBOTENTAN	ZM-447439	ZOLEDRONATE, ZOLEDRONIC ACID, ZOMETA, RECLAST	ZSTK-474
ENSG00000179583_cnv.panel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.5245428944273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.6094678575515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.6717885088281	0	0	0	0	0	0	0	0
ENSG00000179583_mut.panel	0	0	0	0	0	0	30.1304897076484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.0641390336267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.922009763800466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.2131649001746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.336592317204413	0	0	0	0	0	0	0	0	0.172876815409387	4.41739118164358	0	0	0	0	4.51107302831236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.60467297209199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.5955474856766	0	0	0	0	0	0	2.55573446424577	0	0	0.0468481865911253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.9730164522686	0	0	0	0	100	3.48358550486069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179750_cnv.panel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.7742021855809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.146469470905837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.5433671339437	0	0	0	0	0	0.0432970541823911	0	0	0	0	0	0	12.0195739858344	0	0	0	0	0	38.0742812787922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.8863343496704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.1968514998766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.3157944815106	0	0	0	0	0	0	0	0	0	0	0	0	3.93785168187992	0	69.6888242261801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.65560019518035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.1035989065585	0	0	4.92160800783285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.9404386317942	0	0	0	9.59518179296525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.3223580376958	10.0086395951345	0	0	3.746014769391	0	0	0	0	0	6.44685957343663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.6857328606538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.536407922492621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.522190281594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180573_cnv.panel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180596_cnv.panel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180644_cnv.panel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.7516220994095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180917_cnv.panel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.4607383521248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.9447461134177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.1272339008364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.098681430195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.577843537789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67.5049340456457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181163_cnv.panel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.14101056269589	0	0	0	0	0	0	0	0	0	0	12.6698732502523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5569621242527	0	0	0	0	0	0	0	0	0	0	0	0	14.5081846640405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.62120397733743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.04473174174287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.698755095591972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181449_cnv.panel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181555_cnv.panel	0	0	0	0	0	0	0	0	0	0	0	46.1555623853739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.70908039388553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.350239296335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.5525772507916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0304577932454038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181555_mut.panel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.6242057187857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.5753622854912	0	0	0	0	0	0	0	0	19.7816376446587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8582396862119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.29157963014402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.3328457195601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96523283522468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.3180702479739	5.01820550657979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.746610713209	0	0	0	0	0	0	0	0	0	18.6572264056303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.21979084619051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181690_cnv.panel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.736024812599238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.10030129950357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
