feature	bgj398	binimetinib	bkm120	byl719-ljm716	byl719	cgm097	clr457	hdm201	lee011	ljm716	lka136	llm871
ENSG00000030419_cnv.panel	1.66729250691796	0	0	0.757117776647563	0	0	0	0.0939315447631808	1.26721128861436	0	6.30190320287134	1.75585255915018
ENSG00000030419_mut.panel	0	7.30938653226069	0	2.1291218179455	0	0.148606945420199	0	0.000433992418101016	0	0	0	0
ENSG00000032219_cnv.panel	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000032219_mut.panel	0.112721733390402	9.67693939781558	14.6086183311698	0.000463169055796626	6.58532800834064	0.549054797708812	1.53567363385428	2.56213278786965	5.14199930770062	0.258328457059724	0.0118581713265158	15.5840930203138
ENSG00000033327_cnv.panel	0	0.166046544812792	5.02723045209136	1.39656720968765	2.14406743674122	5.31511996269038	3.1629429844123	4.55135701319326	1.62236440856743	0.194646779885855	0.421147467920407	0
ENSG00000033327_mut.panel	0.0415165222964415	0	0.979289215494892	10.7701719636682	10.3195333195438	9.1639371791919	0.180181927072636	9.68394391058478	1.44441284738929	0.023926167376041	0	2.85507090558362
ENSG00000036257_cnv.panel	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000036257_mut.panel	0.531106257628087	2.79768968556596	13.3933685462966	0.236567827456933	1.45093428657455	1.67343807454747	0.364599694773547	1.60980433913871	0.375675038405854	0	6.30190320287134	9.57314658106377
ENSG00000037280_cnv.panel	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000037280_mut.panel	18.0160407230424	13.6870033431572	0	0	0.615059070736391	0	0	0	2.00689029771495	34.8791259174506	0	0.776230567618442
ENSG00000039068_cnv.panel	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000039068_mut.panel	2.65232800288286	19.780828194201	23.2404339313705	10.4083584498069	17.895250209062	0.703858679067649	2.69198755902539	1.07034254867929	5.50071468533586	3.74631651113611	4.9905446126555	1.17921792868557
ENSG00000040933_cnv.panel	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000040933_mut.panel	0	2.17063916231374	16.8865804780775	2.1291218179455	0.288193328685917	0.00288394366356604	25.4307184472201	0.000433992418101016	1.46946922669438	0	5.14076163964866	0
ENSG00000041880_cnv.panel	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000041880_mut.panel	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000043093_cnv.panel	0.0525851108103295	0.317198234053333	0.359955722034006	2.62122153244397	2.6898896107366	1.83661768933279	1.27068159792082	0.00110113653074603	0.0104657934892798	0.979470216513209	0.70573944360444	1.56272899343412
ENSG00000043093_mut.panel	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000044115_cnv.panel	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000044115_mut.panel	0	0.50733422194526	1.70196178258948	1.99151015335038	38.4841610909281	1.30484561694549	0.289254263052618	1.07860520019761	2.1879278875006	0	6.77305685410761	0
ENSG00000044524_cnv.panel	0.845831976713937	2.79768968556596	2.20605899603528	0.0292518077374539	2.83602496269847	0.104820456790074	3.48982706192502	0.0490892640965645	1.53020749007739	0	18.7419491251427	0.0165772554472317
ENSG00000044524_mut.panel	0	0.235010329977918	0.234029815717862	0	0	1.33162016062159	8.40757966560442	0	4.95441691423056	0	0	0
ENSG00000046889_cnv.panel	0.0265619031826072	0.032904983040181	4.06517037122511	1.78832323576134	0.801522077130525	0.0104823500215178	0.313755040241606	0.81118868115656	0.0189179944810255	2.64332424373039	3.54721348613141	3.85784210648712
ENSG00000046889_mut.panel	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000047410_cnv.panel	5.27519660920974	4.40989326070239	3.73678562584687e-05	2.26029676402315	24.6666052810174	2.2609353577364	1.53364867850352	20.1268227950232	2.95102011196604	34.8791259174506	0	0.00482438513370214
ENSG00000047410_mut.panel	0	11.3575178332319	10.589038650911	16.9198115020634	4.02945305783036	7.31161859118328	1.48732326048362	0.309382928198683	19.2178331497161	0	8.02738637618142	0
ENSG00000047932_cnv.panel	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000047932_mut.panel	1.71874189908189	28.4460840285745	70.3541534627145	51.0055605220251	0	0	9.68611970518907	8.42974049661241	44.4458067962514	0.979470216513209	4.38274667821171	0.791925904106276
ENSG00000047936_cnv.panel	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000047936_mut.panel	1.3805069521145	0.213023564903071	2.32314025108402	0.324829434648259	2.62464809392265	3.31740358339227	1.85980159597542	9.12244958441489	4.40284370031943	0	7.25749743275472	4.82741668010417
ENSG00000048462_cnv.panel	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000048471_cnv.panel	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000048471_mut.panel	1.82600398220669	0.925159047070584	1.38897491881255	1.03697213656897	2.68996430834128	0.537480542400439	0.5809551815891	0.180989324770561	2.20377900725846	0	2.75701036662862	0.516373182420091
ENSG00000049540_cnv.panel	0	3.74179762032917	0.6999536345311	0	0	10.2502276293707	1.59434996457375	0	0.711730743203524	0	0	0
ENSG00000049540_mut.panel	0.294595807116131	6.10574625013829	3.52618126674907	0.870214591723136	0.568701102096008	4.42888020317077	0.0231606936146312	14.1281361603412	18.8112081174173	0.43121762919975	7.13882863965912	0.272642878041874
ENSG00000049618_cnv.panel	1.66729250691796	0	0	0.757117776647563	0	0	0	0.0939315447631808	1.26721128861436	0	6.30190320287134	1.75585255915018
ENSG00000049618_mut.panel	0.290162327523922	5.91394363315505	7.94789441468278	9.99360280735845	4.02006311873349	0.919931152553473	14.9199338324584	8.20446612117131	4.61933034688424	2.24480648400765	0.315545505441245	3.05491999962155
ENSG00000050165_cnv.panel	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000050165_mut.panel	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000051108_cnv.panel	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000051108_mut.panel	0	26.2143780570208	70.3541534627145	56.2627348379935	0	0	5.93325045671013	10.1730135275937	47.9810789365915	0	0	0
ENSG00000051180_cnv.panel	0	0	0	0	0	0.0282648588528149	0	0	2.16274388329612	2.33108786621282	0.814642612644767	0
ENSG00000051180_mut.panel	0	26.2143780570208	70.3541534627145	56.2627348379935	0	0	5.93325045671013	10.1730135275937	47.9810789365915	0	0	0
ENSG00000051341_cnv.panel	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000051341_mut.panel	2.64959742445482	2.44388488700231	0.041822167867077	1.36740127869729	2.09872214670788	0.000805397215223896	1.0009720851509	0.272011430999034	1.24462991511256	2.76845281494569	0.762503066253502	0.0139000974827648
ENSG00000051382_cnv.panel	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000051382_mut.panel	0	8.23952922236504	24.5945120324581	15.3914041938755	17.8874237415963	0.552423876904091	3.31110568282364	39.1411591134222	15.6296596697923	0	3.26229317393828	0
ENSG00000052344_cnv.panel	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000052344_mut.panel	0	0.314612486059202	21.7365413474823	0.00719905831460774	1.63197295109501	21.0118273079987	0.447566256826108	27.6930432950862	0.341648383535633	0	5.98454997158302	0
ENSG00000054267_cnv.panel	0.283210642690363	0.566971762907443	2.93604423037646	1.40543483247491	1.87111878065686	2.97467362026417	0.170527633129309	0	0.20260088354815	1.63161704310113	1.72017072244508	0.164954210117288
ENSG00000054267_mut.panel	1.34594784775273	0.130547373176209	11.3638929569017	1.73052586540336	0.474367572094866	6.88368103552077	0.377138738827872	4.20631451498598	1.23872775728244	0.199689478909313	3.90582567579104	0.862544729644962
ENSG00000055609_cnv.panel	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000057149_cnv.panel	0.0630205511213165	0.408321519383917	0.0705113004625973	0.00908118941415396	0.00485941924477425	6.97129721296916	0.00533537122591044	0.497715027646633	1.88984460518173	0	8.20771405064906	0.928920292534354
ENSG00000057149_mut.panel	1.06994812969834	0	2.65260120091322	1.39656720968765	12.7848619311548	0.108889332795557	0	0	5.41590536605205	6.10925038431977	0.519773315753521	0.614214886863386
ENSG00000057657_cnv.panel	5.35246741664919	0.168870470492324	2.36021939878434	0	3.2774715447946	2.770800501529	4.28911967807159	0.388329593908303	0	0	0	5.77619470356034
ENSG00000057657_mut.panel	0	0.856509104433233	0.00432510501196489	6.82423284068838	0.000235419868608676	4.43575127588202	0.19281985487563	14.4957157392486	1.4129355333177	0	1.39065181489446	0
ENSG00000057663_cnv.panel	5.35246741664919	0.168870470492324	2.36021939878434	0	3.2774715447946	2.770800501529	4.28911967807159	0.388329593908303	0	0	0	5.77619470356034
ENSG00000057663_mut.panel	0	1.10430338677073	1.74570506161967	0.815609250210568	21.7193527883099	1.10929453710604	7.44028444348909	1.28623482002944	0.638908040024667	0	24.3589297908711	0
ENSG00000059122_cnv.panel	0.0630205511213165	7.72531142703359	1.90409234551799	0.799609474258672	4.64997775688691	9.74566144208219	2.91239678417836	2.36923844098291	6.63101184501527	0	0	0.928920292534354
ENSG00000059122_mut.panel	0	2.50042867737357	0.186015836315284	0.235527637899053	0.326958724957883	0.655372282389717	0.4740313709496	0.597456300721785	1.45426520166175	2.47034626726188	1.41236222305412	0
ENSG00000061273_cnv.panel	2.56973519299008	2.14257451191549	0	7.19459896639113e-05	0	0	6.28730064635495	0	0.0617253738613096	0	11.9826094914456	1.56958781742265e-05
ENSG00000061273_mut.panel	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000062524_cnv.panel	0	0	0	0	0	0.0282648588528149	0	0	2.16274388329612	2.33108786621282	0.814642612644767	0
ENSG00000062524_mut.panel	0	0.179143153865581	0.436352653097363	0.438090641792016	0.0683691532804523	6.38930703538359	0.0159321639521606	4.31299269786924	0.607477822777231	0	0.483129497948119	0
ENSG00000062822_cnv.panel	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000062822_mut.panel	0.469043381248785	5.16092081988815	4.13757076701349	3.77505738288294	0.228069593636066	9.05850278371406	5.24358064822637	5.00469175697216	1.19373894109401	0.43121762919975	12.3081762552094	1.5351739629821
ENSG00000063244_cnv.panel	5.27054100822954	0	0	0	0.145453904592914	0.644617904045135	1.66958115842613	0.665174220649234	0	5.8548280867026	3.03021139128101	11.5826588851009
ENSG00000063244_mut.panel	3.14846456768672	17.3122122467641	12.5212717289233	0	0	3.85802206932092	0	13.4195936002244	51.2047858196771	0	0	3.12851172637112
ENSG00000064012_cnv.panel	0	1.85160489839289	4.50261014996349	0.899946063381658	0	23.4060258302383	2.45651835107958	0.099973540469969	21.9206556772939	0	1.6056112070986	0
ENSG00000064012_mut.panel	0	9.98577778204332	20.4873181909395	7.7039303911835	0.560205289170983	2.29476909395593	2.62719009708984	0.571414088413811	12.7452261466669	0	0.343025173600582	0
ENSG00000064692_cnv.panel	1.66729250691796	0	0	0.757117776647563	0	0	0	0.0939315447631808	1.26721128861436	0	6.30190320287134	1.75585255915018
ENSG00000064692_mut.panel	0	9.88785571823296	33.8387601920483	56.2627348379935	0	0	5.93325045671013	10.1730135275937	22.8534622795395	0	0	0
ENSG00000064933_cnv.panel	0	0.317198234053333	0.480146289617597	0.604759195868161	0.874059955543849	0	0.737545842321384	0.0507804707075688	1.9510046975225	0	0	0
ENSG00000064933_mut.panel	0	1.93775984591894	2.99869641362587	0.455715609795515	0	1.56323115988047	11.3323363567881	10.403311845123	0.0255937076669748	0	0	0
ENSG00000065057_cnv.panel	0.0630205511213165	2.79768968556596	0.179227865829941	1.08140138743057	0.600198693693511	0	1.82450841565697	0.0108120547107963	0.0599405506456264	0	0	0.928920292534354
ENSG00000065057_mut.panel	0	0	0.979289215494892	0	0	9.1639371791919	1.01851063216283	0	1.44441284738929	0	0	0
ENSG00000065361_cnv.panel	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000065361_mut.panel	0.369782630290723	0.00161772630734721	0.519877670354391	0.00164108493473151	2.33566219141869	4.91676853020577	4.21529572996752	0.459689839021632	0.204478685706309	0.00104690626644776	0.206544705263718	0.518410326476069
ENSG00000065526_cnv.panel	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000065526_mut.panel	0.166954700476606	1.39196267946523	2.07729143664294	0.0601211873726999	9.51346163197563	3.03275730802096	0.0559458060194121	8.72770646340752	1.39133953358476	0	0.398918471476146	11.0949891249577
ENSG00000065559_cnv.panel	5.27054100822954	1.05793413683757	2.77539985760014	0.0710167772319214	0.260705795146154	0.0518667034236063	1.66958115842613	0.665174220649234	0.451115836673798	5.8548280867026	1.94552681222752	11.5826588851009
ENSG00000065559_mut.panel	0	20.6190171759731	59.3252542336695	44.9595043428559	1.61177499827374	0.056108361519536	2.28086106508287	4.92374077233171	42.3120174908758	0	1.20697407532121	0
ENSG00000065717_cnv.panel	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000065717_mut.panel	0.922110622221525	4.30770105391779	0.10813595697093	2.24550588884629	0.31052619440107	7.48896392234521	0.413051701089258	2.25134386274383	1.79896127318062	0.00104690626644776	0.0654287500275466	11.2434748117588
ENSG00000066117_cnv.panel	2.56973519299008	2.14257451191549	0	7.19459896639113e-05	0	0	6.28730064635495	0	0.0617253738613096	0	11.9826094914456	1.56958781742265e-05
ENSG00000066117_mut.panel	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000066455_cnv.panel	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000066455_mut.panel	12.2435017291804	8.16919452820937	3.19457429801049	21.5686912655103	0.000133926926348744	37.8289876830605	2.65945458059074	16.5061744086641	17.9576476666573	0	2.30459586487251	22.776595952279
ENSG00000066468_cnv.panel	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000066468_mut.panel	0	31.2139887956789	2.30981410845729	0.0474657069347415	14.5064363003281	9.74566144208219	1.10611232427919	5.15055208938226	14.9861908104281	0	0	0
ENSG00000067082_cnv.panel	6.0870274341644	0.376860084615538	5.87025675104554	4.79913474381797	7.30341574702398	0.227241513509425	0.0744114134459336	0.680630127307355	0.391436807294304	2.58472410676788	3.57836398296023	2.57446479530403
ENSG00000067082_mut.panel	0	0	0	0	0	7.30019710152909	0	0	0	0	0	0
ENSG00000067369_cnv.panel	0	0	0	0.445512779858576	1.71402242613208	1.18647375139053	1.1954571915311	3.99028019334651	2.16274388329612	1.24813261590929	1.65734802635752	0
ENSG00000067369_mut.panel	0.102429239174683	12.673311792958	18.3788399981019	4.11261160572076	1.15688877364421	3.92888944714381	1.02913201711322	1.91204864497528	3.5227438481291	0	8.04385513596839	1.08192564664872
ENSG00000067560_cnv.panel	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000067560_mut.panel	0.134929708793331	0.0148333788094176	4.92646702561867	0.0262771577250425	10.6124704865079	4.47852896199847	0.00546889672280645	2.79604495610338	0.197305088797666	2.76845281494569	20.0591292463329	2.89648644356196
